Sito,Id_prodotto,Url,Nome,Tipo,Tipo_specifico,Brand,Social,Descrizione,Genere,Colore,Eccentrico,Prezzo,Immagine,Fattore_tecnico,Tecnico,Fattore_ambientale,ecologico,prediction_tecnico
nencini,191579,https://www.nencinisport.it/it/booster-lite-191579.html,Booster Lite,altro,gambali,booster,no,"Booster nasce nel 2003 in collaborazione con gli staff medici delle squadre di atletica di staffetta 4x100 e i medici del centro di ricerca e sviluppo BV SPORT.
Il risultato di una tecnica di fabbricazione specifica per lo sforzo che associa caratteristiche tecniche tessili e supporti scientifici medicali.
Indossato durante lo sforzo il gambale di contenzione compressione Booster migliora la vostra performances e diminuisce il rischio di lesioni.
L'azione di Booster favorisce il movimento longitudinale dei muscoli gemelli e solei andando a ridurre il movimento oscillatorio e le vibrazioni, causa di fatica e di problematiche muscolari. 
Duante lo sforzo, l'effetto Contenzione/Compressione selective di Booster (brevetto BV SPORT), migliora il  ritorno venoso, favorisce l'ossigenazione dei muscoli, dei tendini e dei legamenti ottimizzando,  la performance. Portato con regolarità, Booster riduce il fenomeno della stanchezza alle gambe e riduce considerevolmente il rischio dell'insorgenza  di crampi.
  Caratteristiche tecniche:
COMPRESSION SELECTIVE
Pressioni adattate al polpacci. Eliminazione rapida e ottimale delle tossine.
CALF SUPPORT
Lavorazione rinforzata a livello del polpaccio. Migliora il ritorno venoso, riduce le vibrazioni e le oscillazioni causa di affaticamento e di lesioni muscolari.
BORDO A COSTA LARGA
Non stringe ed evita l'effetto laccio emostatico.
ULTRA LEGGERA
Comodità
SCIENTIFIC CONCEPT
La nostra gamma di contenzione/compressione è concepita su macchinari per la lavorazione a maglie circolari. Questa tecnica di produzione permette un controllo delle pressioni applicate ed una fabbricazione ad alta precisione.
  79% poliammide, 21% elastan.
RIDUCI",uomo,blu,no,39,img_191579.jpg,,si,,no,si
nencini,362388,https://www.nencinisport.it/it/brooks-lsd.html,Brooks Lsd,maglia,giacca,brooks,si,"Dai il benvenuto al tuo nuovo irrinunciabile capo. Questa giacca ultraleggera presenta una protezione antivento con uno spacco posteriore per disperdere il calore in eccesso durante i più duri allenamenti. Semiaderente

FABRIC 100% polyester

Antivento e traspirante
Il tessuto antivento e impermeabile garantisce la giusta protezione, mentre lo spacco posteriore lascia uscire il calore, facendoti stare bene anche quando inizi a sudare.

Leggero
Con la nostra giacca più leggera, sarai al sicuro dagli agenti atmosferici senza rinunciare a traspirabilità e comodità.

Ripiegabile e indossabile
Ideata per essere imbattibile contro gli elementi, questa giacca da running resistente agli agenti atmosferici si ripiega facilmente in una tasca munita di cerniera che contiene una banda elastica indossabile per riporla velocemente e con facilità.
RIDUCI",uomo,grigio,no,89.9,img_362388.jpg,,si,,no,si
decathlon,8558251,https://www.decathlon.it/scarpe-atletica-at-mid-azzurre-id_8558251.html,scarpe chiodate atletica at mid azzurro-nero-giallo,scarpe,atletica,kalenji,no,"la nostra equipe di appassionati di atletica ha ideato queste scarpe da mezzofondo con chiodi, il partner ideale per le gare su pista.ti stai specializzando nell'atletica e cerchi delle scarpe ideate per il mezzofondo? scopri queste scarpe chiodate dedicate ai runner da 800m a 10 000m, passando per 1500m e 3000m.i vantaggi
presa
ottima aderenza grazie ai chiodi (inclusi) di 6mm.
leggerezza
senza rinforzo, queste scarpe leggere seguono perfettamente la forma del piede.
rilancio
sottile placca anteriore per favorire lo slancio.informazioni tecniche
delle scarpe ideate per il mezzofondo
fai atletica e ormai vuoi specializzarti nelle corse di mezzofondo? ti presentiamo queste scarpe chiodate dedicate ai runner da 800m a 10 000m, passando per 1500m e 3000m. delle scarpe che uniscono leggerezza, comfort e sostegno. inoltre la tomaia in mesh aerato permette di fare fuoriuscire l'acqua nelle corse ad ostacoli.
scarpe chiodate leggere e confortevoli
queste scarpe dal design epurato seguono perfettamente la forma del piede. molto traspiranti, non hanno nessun rinforzo, fatto che le rende particolarmente leggere (pesano 130g il 43). una leggerezza molto apprezzata dai mezzofondisti nelle continue ripetizioni degli impatti sulla pista. per ancora più comfort, abbiamo ideato la linguetta estremamente morbida.
delle scarpe accessibili
un orgoglio condiviso da mehdi, responsabile prodotto kalenji: ã¢â‚¬å“per alcuni runner l'atletica puà² essere un modo per sopravvivere, per altri, in particolare in francia, puà² essere un ascensore sociale. non abbiamo tutti le stesse aspettative, ma corriamo con gli stessi prodotti. ed oggi sono fiero di rendere queste scarpe performanti accessibili al maggior numero possibile di personeã¢â‚¬ï¿½.










vedi altri",unisex,azzurro,si,60.39,img_8558251.jpg,allenamenti-gare,si,,no,si
df sport specialist,98386946,https://www.df-sportspecialist.it/hoka-scarpe-bondi-6-w-1019270-lrnc/,scarpe donna bondi 6,scarpe,scarpe,hoka,no,"La rivoluzionaria Bondi è la scarpa più ammortizzata della linea da strada di HOKA ONE ONEÂ®. Bondi 6 offre un'esperienza di calzata fluida e bilanciata,  grazie all'intersuola interamente in EVA,  alla tomaia comoda e traspirante e alla nostra tecnologia Meta-Rocker. Queste caratteristiche la rendono stabile su tutte le distanze. Bondi 6 ti porterà lontano nel massimo comfort., La struttura aperta in rete tecnica ottimizza traspirabilità e comfort, Tallone con confortevole struttura in lycra,  per un supporto ottimale, Contrafforte interno del tallone per una calzata e un supporto stabili, Raffinato Meta-Rocker vicino al collo del piede per una corsa fluida, Intersuola in EVA modellata a compressione sull'intera lunghezza, La suola in gomma riprogettata pesa di meno ed è più resistente, Tallone smussato,  per una transizione fluida e una resistenza superiore, Peso:246.00g, Drop tallone-punta:4.00mm, UTILIZZO:, Running, TIPOLOGIA:, Scarpe, UTILIZZO:, Asfalto, TIPOLOGIA:, Neutre, CF: 1019270-LRNC""",donna,grigio,no,105,img_img98386946.jpg,,si,,no,si
decathlon,8569151,https://www.decathlon.it/t-shirt-donna-run-dry-azzurra-id_8569151.html,t-shirt running donna run dry azzurra,maglia,t-shirt,kalenji,no,"le nostre equipe di ideazione hanno sviluppato questa t-shirt per offrirti buona traspirabilità  e libertà  di movimento durante il running.confortevole, traspirante e femminile, questa t-shirt diventerà  subito il tuo migliore alleato per fare running in estate!i vantaggi
traspirazione
tessuto traspirante, per rimanere all'asciutto.
ecodesign
tessuto prodotto a partire da materiali riciclati.
libertà  di movimento
taglio ampio e tessuto estensibile per essere a proprio agio quando si corre.informazioni tecniche
perchãƒâ€° scegliere una t-shirt in tessuto sintetico per correre?
il sudore è una reazione naturale che avviene quando fa caldo e quando si fa uno sforzo fisico.
ãƒë† meglio non indossare una t-shirt in cotone, perché il tessuto assorbe il sudore ma raffredda rapidamente la pelle perché non disperde il sudore verso l'esterno e non asciuga rapidamente. scegliendo una t-shirt adatta si aumenta il comfort, qualunque sia la durata dell'attività .
traspirabilitãƒâ‚¬
t-shirt ideata per lasciare all'asciutto durante l'attività . il componente utilizzato limita la sensazione di umido grazie all'assorbimento, alla dispersione e all'asciugatura del sudore prodotto dal corpo in attività .",donna,bianco,no,4.39,img_8569151.jpg,,no,ecodesign,si,no
sportler,10837123,https://www.sportler.com/it/p/nike-air-zoom-structure-22-scarpe-running-stabili-uomo-10837123?filterFarbe=Black,Air Zoom Structure 22 - scarpe running stabili - uomo,scarpe,scarpe,nike,si,"Le scarpe running stabili da uomo Air Zoom Structure 22 di Nike sono estremamente leggere e veloci, nonostante il supporto assicurato. L'andatura stabile e fluida è garantita dal supporto dinamico e dall'innovativo rivestimento in mesh sul tallone.
tomaia in mesh leggero e altamente traspirante
lacci Flywire che stabilizzano e supportano la calzata
Dynamic support per una sabilità e fluidità ottimali
intagli sulla linguetta per un'indossatura facilitata
calzari confortevoli e avvolgenti
unità Zoom Air sull'avampiede per un'ammortizzazione reattiva a basso profilo
suola in gomma Duralon ammortizzante
drop 10 mm",uomo,nero,no,84.7,img_10837123.jpg,,si,,no,si
decathlon,8556925,https://www.decathlon.it/scarpe-uomo-kiprun-kd-light-id_8556925.html,scarpe running uomo kiprun kd light gialle,scarpe,running,kiprun,no,"abbiamo sviluppato queste scarpe da running da uomo per offrirti reattività  e leggerezza negli allenamenti e nelle gare, fino alla maratona.vuoi aggiungere più slancio ad ogni falcata? dinamiche e leggere, le kiprun kd light ti offrono sempre più slancio per progredire e migliorare i tuoi tempi!i vantaggi
ammortizzamento
ammortizzamento per 800 km grazie alla suola kalensole.
rilancio
la falcata è più dinamica grazie al concetto up'bar e alla suola kalensole.
leggerezza
falcata più leggera grazie ai componenti alleggeriti: 256g il 43.
aderenza
più aderenza su suolo umido grazie alla struttura e alla geometria della suola.
comfort di utilizzo
per falcate neutre.informazioni tecniche
drop 8mm
differenza di 8mm tra la parte anteriore e quella posteriore della suola.
perchãƒâ€° scegliere delle scarpe leggere?
gli studi di ricerca e sviluppo hanno dimostrato che un prodotto più leggero permette di migliorare le performance di running grazie al risparmio di energia.
per ideare le kd light non è stato fatto nessun compromesso sul comfort e sulla durata, sono stati invece scelti dei componenti più leggeri ed è stata ottimizzata l'ideazione della suola.
risultato: le scarpe kiprun kd light sono più leggere del 9% rispetto alle kiprun fast.
peso: 256g il 43.
l'importanza dell'ammortizzamento
per correre a lungo con massimo comfort e performance, abbiamo sviluppato con le nostre equipe di ricerca e sviluppo una schiuma esclusiva che permette di rispondere alle necessità  dei runner e di garantire performance ed ammortizzamento per una durata di 800 chilometri.
la schiuma kalensole permette un miglioramento dell'ammortizzamento del 34% ed un ritorno di energia +25% rispetto ad una schiuma tradizionale.








vedi altri",uomo,giallo,si,90.39,img_8556925.jpg,allenamenti-gare,si,,no,si
sportler,10886646,https://www.sportler.com/it/p/nike-zoom-fly-3-scarpe-running-performance-donna-10886646?filterFarbe=Grey,Zoom Fly 3 - scarpe running performance - donna,scarpe,scarpe,nike,si,"Scarpe running da gara da donna Zoom Fly 3 di Nike dalla potenza propulsiva che le rende perfette per i ritmi molto veloci. Con questo modello, la linea da gara Zoom Fly viene migliorata per assicurare ancora più spinta, grazie al piatto suola in fibre di carbonio che si riduce e si espande donando il massimo della flessibilità, spinta e dinamicità ad ogni falcata.
nata per le gare ed i ritmi incalzanti
tomaia con effetto di trasparenze per un look che inneggia alla velocità
design low-cut per un'ottima libertà di movimento e transizioni più rapide
piatto suola in fibra di carbonio per maggiore spinta e propulsione
tallone sagomato per alleviare la pressione sul tendine d'Achille
la tecnologia Nike React a tutta lunghezza nell'intersuola bilancia ammortizzazione e reattività
allacciatura studiata per ridurre la pressione sul collo del piede
suola con gomma antiabrasione rinforzata su tallone e piede per maggiore resistenza all'usura",donna,grigio,no,159.99,img_10886646.jpg,,si,,no,si
sportler,10784633,https://www.sportler.com/it/p/gore-wear-r3-thermo-tights-pantaloni-running-uomo-10784633?filterFarbe=Black,R3 Thermo Tights - pantaloni running - uomo,pantaloni,pantaloni lunghi,gore wear,no,"Pantaloni running da uomo R3 Thermo Tights di Gore Wear dalla termoregolazione ottimale, ti proteggono dal freddo durante le stagioni intermedie e offrono il massimo comfort nelle tue sessioni di allenamento.
isolazione Thermo lining ti mantiene caldo e asciutto
tessuto morbido, leggero e traspirante per una piacevole sensazione sulla pelle
perfetti per le stagioni intermedie quando il freddo comincia a farsi sentire
vita elastica per un fit accurato
cuciture piatte antisfregamento
pratico taschino sul retro con zip
tassello nel cavallo per mobilità e comfort ideali
taglio anatomico si adatta perfettamente al corpo per la massima libertà di movimento
la zip a fondo gamba li rende più facili da indossare
elementi riflettenti
vestibilità aderente",uomo,nero,no,89.95,img_10784633.jpg,,no,,no,no
df sport specialist,98380259,https://www.df-sportspecialist.it/nike-scarpe-zoom-pegasus-36-aq2203-401/,scarpe zoom pegasus 36,scarpe,scarpe,nike,si,", ""Liconica Nike Air Zoom Pegasus 36 ritorna con più dettagli traforati per una maggiore freschezza. La tomaia in engineered mesh mira strategicamente alla traspirabilità nei punti in cui si sviluppa maggiore calore. Il collare e la linguetta più sottili riducono lingombro senza compromettere il comfort"",  mentre i cavi Flywire esposti offrono una calzata confortevole nelle azioni ad alta velocità., ""Tomaia traforata per la massima traspirabilità nellavampiede e sullarco."", ""Lunità Zoom Air a tutta lunghezza assicura ammortizzazione e un movimento fluido e reattivo."", ""Il design più sottile riduce lingombro per un fit confortevole e adattabile."", Cavi Flywire esposti nella zona mediale per una calzata confortevole nei movimenti più veloci., ""Schiuma Cushlon ST per unammortizzazione robusta ma reattiva."", Il sottopiede ad alta resilienza si adatta al contorno del piede per offrirti sostegno., ""Le colonne Waffle nella suola assorbono limpatto e assicurano la massima trazione multisuperficie."", La linguetta con peso ridotto della Pegasus 35 si adatta alla forma del piede., "" Il collare si assottiglia intorno al tendine dAchille."", UTILIZZO:, Running, UTILIZZO:, Asfalto, TIPOLOGIA:, Neutre, TIPOLOGIA:, Calzature, CF: AQ2203-401"", no, da valutare",uomo,blu,no,69.9,img_img98380259.jpg,,si,,no,si
sportler,10751146,https://www.sportler.com/it/p/odlo-active-spine-pro-suw-maglietta-tecnica-donna-10751146?filterFarbe=Black,Active Spine Pro Suw - maglietta tecnica - donna,maglia,maglia,odlo,no,"Maglietta tecnica da donna Active Spine Pro Suw Top Crew Neck S/S di Odlo altamente traspirante e a rapida asciugatura, perfetta come primo strato durante attività sportive ad alta intensità.
in tessuto leggero, traspirante e funzionale
cuciture piatte anti-sfregamento
fattura speciale per aggevolare una postura corretta
inserto Active Spin altamente traspirante sul retro
girocollo
maniche raglan per una mobilità ottimale
vestibilità Slim Fit",donna,nero,no,119,img_10751146.jpg,,si,,no,si
df sport specialist,98388457,https://www.df-sportspecialist.it/pro-touch-scarpe-amsterdam-iv-w-239585-911/,scarpe amsterdam iv w,scarpe,scarpe,pro touch,no,"""La scarpa AMSTERDAM IV sarà la tua nuova alleata per una sessione di corsa più fresca e semplice: la tomaia in mesh assicura unottima traspirabilità durante tutta la corsa"",  mentre la suola in gomma strutturata super ammortizzante protegge il tuo piede da urti e colpi sul tallone. I dettagli riflettenti,  inoltre,  ti garantiscono una visibilità ottimale anche in condizioni di scarsa illuminazione.,   UTILIZZO:, Running, UTILIZZO:, Fitness, UTILIZZO:, Asfalto, TIPOLOGIA:, Jogging, UTILIZZO:, Palestra, TIPOLOGIA:, Calzature, CF: 239585-911""",donna,nero,no,14.9,img_img98388457.jpg,,no,,no,no
df sport specialist,98376404,https://www.df-sportspecialist.it/sport-specialist-bandana-run-multisport-alta-visibilita/,bandana multisport alta visibilita',altro,scaldacollo,sport specialist,no,"Bandana multisport altamente visibile con doppia banda riflettente,  ideale per sport all'aperto con poca luce o comunque dove serve essere individuati velocemente., Tessuto traspirante., UTILIZZO, Trekking, UTILIZZO, Running, TIPOLOGIA, Scaldacollo, TIPOLOGIA, Abbigliamento, TIPOLOGIA, Fasce e scaldacollo, TIPOLOGIA, Accessori, TIPOLOGIA, Cappelli e fasce, TIPOLOGIA, Cappelli, CF MB0116330B",unisex,giallo,si,3.92,img_img98376404.jpg,,no,,no,no
sportler,10764417,https://www.sportler.com/it/p/x-socks-run-discovery-calzini-running-10764417?filterFarbe=White%2FGrey,Run Discovery - calzini running,altro,calzini,x-socks,no,"Calzini corti running Run Discovery di X-Socks, modello per i corridori principianti che vogliono entrare nel mondo dei runner.
sistema di aerazione AirConditioning Channel® 2.0 che trasporta l'umidità e il calore costantemente verso l'esterno
X-Cross Bandage che ammortizza e stabilizza la caviglia
Lambertz-Nicholson Achilles Protector 2.0: un pad in due parti protegge il tendine d‘Achille
pianta del piede anatomica",uomo,bianco,no,6.95,img_10764417.jpg,,si,,no,si
